SOCIETYID,SOCIETY_NAME,REPORTTIME,CREDIT_CODE,REPORTYEAR,ID,RESULT,DECLAREID,ROW_ID
M4403060300000026,深圳市宝安区新安街道幸福海岸幼儿园,2019-12-30,524403066685057115,2018,bc4a0b5782db45b785d6a7f262e54934,全部通过,04fde8135bd04309a6b5c864fd5e1dc9,415
M4403060300000035,深圳市宝安区新安街道凯旋城幼儿园,2019-12-30,524403066700457343,2018,a8770520ff224171ba8ede71848734a5,全部通过,197868810e74473d9de54616c9c7563d,416
M4403060300000025,深圳市宝安区新安街道金成时代幼儿园,2019-12-30,52440306668530781F,2018,a2b33ed35ce6407692a39e02c12c0b71,全部通过,21ccea4f16f04e958a3bc3748d4fb149,417
M4403100000001011,深圳市国创新能源研究院,2019-12-26,52440300056199063P,2018,fec295e2412745558a49fc83d2cc6a0c,全部通过,01cf6147bc894742a36dc1249345758e,418
M4403100000012493,深圳市宝安区大同源社工服务中心,2019-12-26,52440306MJL188346P,2018,b65b81ce3a4f445b92c54d9df2f56428,全部通过,02f707476396442a8d69c62efaad8a51,419
M4403060300000203,深圳市宝安区新安街道新锦安幼儿园,2019-12-24,5244030666104588XF,2018,7db220407e084ceb80a03eb2fbf16a46,全部通过,d806178c7b214dda8927d67d616f6b9a,420
S4403060000000170,深圳市宝安区总商会,2019-12-24,51440306502679228B,2018,1719c9664d4d477688ea9e29f8191149,全部通过,81bb40debb3047c999757c6ecc33fe4e,421
S4403910080006610,深圳市宝安区航城商会,2019-12-24,51440306MJL192820Y,2018,13824b96d0d940808e65d51cc5c9d51d,全部通过,9d4a70f07c494fd3a4b1546fc9908507,422
S4403000000005483,深圳市开封商会,2019-11-20,51440300061421810L,2018,9b0f9438f091481bbd908745b49262ec,全部通过,158aef68ca394d8c862b19521edc6fe0,423
S4403910080005983,深圳市山西永和商会,2019-11-20,51440300MJL188151A,2018,987fa17b43c5428b9ee08aecaa5a9939,全部通过,c4b45414a390402684a78c285de3149d,424
S4403910080000537,深圳市浠水商会,2019-11-14,51440300MJL1712376,2018,dee81a4b125b44cfa42e098444a74079,全部通过,ebad801efdf940459ceb83b24e1a5ae0,425
M4403100000012256,深圳市龙华区观湖园春蕾幼儿园,2019-11-14,52440300MJL186615D,2018,cb2b6d23b8a2484e96a29da9c9a41cc7,全部通过,34c037c69de248a897cb6c4bbc001fd5,426
S4403000000005838,深圳市青年社会组织联合会,2019-11-14,51440300052791334Q,2018,96984f55442b414bb12e0c52c431c2cb,全部通过,28bb8a7622b9470d9e907e19408b9658,427
M4403100000012991,深圳市南山区鹏旭锦途社会工作服务社,2019-11-12,52440305MJL191748B,2018,a764b0fd7b404d0ea8980fd91b47f2ae,全部通过,c8a6b7fa2c3a4fe6af8fbbd28f0fb5f6,428
M4403100000008544,深圳景田医院,2019-11-08,52440300731129254B,2018,92fd093d9b04458989efaf411031009a,全部通过,097f6bc1c0214fcb8439103913206257,429
S4403000000005861,深圳市粮食行业协会,2019-11-07,5144030005895160XF,2018,0b328b47f8ed4cb1b7e249b87a5571a2,全部通过,657a2fa1e79e425fa2e6127adac25103,430
M4403100000007929,深圳市爱家婚姻家庭情感服务中心,2019-11-05,52440300MJL1662359,2018,bb62cae15fa14ee9a5fbffef9f70df25,全部通过,90fd4ee896974fdc97405f72789d2129,431
M4403130200000253,深圳市龙华区大自然午托中心,2019-11-04,52440300564203436L,2018,e55d4b327789468ea77413e325481ae9,全部通过,41cce3e4e848473ea487edbc71062807,432
S4403060000000091,深圳市宝安区环境保护产业协会,2019-10-22,5144030650269011X4,2018,95e93058323047ab88dd4153c56b12b7,全部通过,aeba90cfd0e443b4ba39e6e8def9d9f7,433
M4403100000001054,深圳市拓荒牛艺术团,2019-09-26,52440300585623712B,2018,6d09e418bc274ba28da6d1de554e326e,全部通过,ec48ced8f34447ec9727222b822adca1,434
M4403100000002488,深圳市罗湖区百仕达乐湖幼儿园,2019-09-23,52440303564211065J,2018,e23e34f40c1e4427a9d28aaed92db622,全部通过,80d50ff1c250452d9ab6eeadb952bfa2,435
M4403100000011935,深圳市南山区塘朗幼儿园,2019-09-17,52440305MJL184628H,2018,cc3d666559aa44fc93b053ce2c6716c2,全部通过,d14e172abf3c4c1787451075f18b4344,436
S4403060000000327,深圳市宝安区沙井街道人力资源服务协会,2019-09-17,51440306094407134N,2018,4dd4402fcbcd497eab52bee1b2f7b548,全部通过,3aa577e21d23407f82fad2b13a8c196f,437
S4403910080001860,深圳市微马跑步协会,2019-09-10,51440300319642064X,2018,d458b836ea58434e9d8ab7f8ee5e0a6a,全部通过,b148dfc8f22a41218266581e6f757e42,438
S4403000000005803,深圳市可持续发展研究会,2019-09-06,51440300590706766U,2018,e13b7a2840874fcdb17f88fb0af9025b,全部通过,4742a0b1bf454259912edbbf8f0cafd5,439
M4403060300000474,深圳市宝安区石岩文华培训中心,2019-08-29,524403060944113527,2018,5233f7ff095e4e4e9ca51133aa4658c9,全部通过,9e65a96984eb4c2db518ad18d93c9f63,440
S4403000000005131,深圳市电脑经销商商会,2019-08-22,51440300555438057T,2018,a8e516b6ede94e21ab1bc2998f6580f4,全部通过,5017a3432f484cc2a681e0c643b9af71,441
S4403001020000129,深圳市高州商会,2019-08-21,514403000614355699,2018,2f7d5ba05fc249acb17f7dcc3f8fd476,全部通过,d4d518ec506a46309ace1774af76129b,442
M4403100000002292,深圳市罗湖区杰娜教育培训中心,2019-08-20,52440303062701056L,2018,bf0e21193fd54de083dc2c2fe0f78bae,全部通过,49db1acc520f452098cb353ccbcd76b8,443
M4403060300000149,深圳市宝安区荣根教育研究中心,2019-08-20,5244030678279254X3,2018,0d6ffeebad76419ba2825772eacb02f9,全部通过,b3293042c2164cb5ab8ea79b101ee9a8,444
S4403060000000045,深圳市宝安区电影电视家协会,2019-08-20,514403066718587880,2018,02c91e3c775545d2aa2e8859f3244ffd,全部通过,1514f66ea210462c8a120b34a8cd51f5,445
S4403060000000034,深圳市宝安区松岗街道曲艺协会,2019-08-16,51440306797958629E,2018,fcd8a98fd4e54557a14424019641a78f,全部通过,2574a6f943fc4b51a301aa48bcfa42c4,446
S4403060000000205,深圳市宝安区松岗街道松涛社区老年人协会,2019-08-16,514403065731223041,2018,bd13d48862c7436e943754b10e9b15ad,全部通过,60401a96e68b417498d161960d2b18d4,447
S4403060000000067,深圳市宝安区福永街道文学创作协会,2019-08-16,514403066875601852,2018,af5ad87b984c44f3b5356b9cdce37f45,全部通过,5505329ef7784fd59ce3e6a67996da11,448
S4403910080002038,深圳市罗湖区品之唐太极拳协会,2019-08-16,51440303MJL171800T,2018,41fc7814096d49d2acfb6b0e4431b9ca,全部通过,a79dea1e2d2a4affa52f6a158bf5d513,449
S4403030000000229,深圳市罗湖区东湖街道楼长联合会,2019-08-15,51440303319714208L,2018,eecd08c795754977ab75329061028f88,全部通过,4024a5ac3dd74010a9753cf9b1867bc3,450
S4403030000000088,深圳市罗湖区个体劳动者协会,2019-08-15,51440303502678284J,2018,4dd56366a42f4c7db50a8e70bb55799e,全部通过,6e150701758e496fa582ac9e1ad10524,451
M4403100000006664,深圳市爱强陈氏太极拳推广中心,2019-08-15,52440300342763593B,2018,2b556f1f7ac044d9b4d80b3ea3b2f89d,全部通过,1d6ca16139a24f49a091a7e52514f1e3,452
S4403910080005568,深圳市宝安区燕罗街道洪佛拳协会,2019-08-15,51440306MJL185735P,2018,1686a383243e4533bd1532e8339f396e,全部通过,504e71ed26954546be0561ea33fc802f,453
M4403100000007003,深圳市虎行天下越野车运动俱乐部,2019-08-14,52440300349911720H,2018,93a5bab6f8ec41218b9339dcb5e26055,全部通过,5b8689abc1fd49bc880a9c87e7e1ee31,454
S4403030000000150,深圳市罗湖区古玩行业协会,2019-08-14,51440303075187156U,2018,3b67fe0918f34b9ca2ce80c508d2bf07,全部通过,36dfbb27ddaf43ec9bc602704462fda5,455
S4403030000000236,深圳市罗湖区南湖街道楼长联合会,2019-08-13,51440303335079152D,2018,8ae2e27bf9b645758bc65f9db57d1a63,全部通过,32d1b1b39fda467cb5aa90295681e9ea,456
S4403030000000007,深圳市罗湖区红南社区老年人协会,2019-08-13,5144030366586732X0,2018,232cede6d3d347c4896a01c805b2afee,全部通过,a1657a032b0d4d939eea483ca17af08d,457
S4403910080005179,深圳市冷链物流产业协会,2019-08-12,51440300MJL1859701,2018,fe995ef3faab4bb6a5cdd94ee910549c,全部通过,5fe03183f03f4e0c887a8ef7de2a2052,458
M4403100000011483,深圳市罗湖区凤凰花开教育培训中心,2019-08-12,52440303MJL181427G,2018,e7c9e554c15c4753a24556d1cb6ed33a,全部通过,e326a60697c1412aab65bdc54e1aedc0,459
S4403100000000187,深圳市淮安商会,2019-08-12,514403003116775455,2018,b02a3ea160a44694a6c8961b5ffd494c,全部通过,2b0d6d6bb5dd47499679ac0dedade3bb,460
S4403000000005835,深圳市葡萄酒行业协会,2019-08-12,51440300051531397E,2018,953f93580d0248e29f57d00a88041412,全部通过,e12367014b764fedaa80858eadf99abb,461
S4403030000000006,深圳市罗湖区红村社区老年人协会,2019-08-12,51440303665886854A,2018,65a5f37889b4449180b4be7b23d6b2ea,全部通过,fa899969ad7b46cdaff3ef6b07efc862,462
S4403060000000075,深圳市宝安区集邮协会,2019-08-12,51440306MJL1979043,2018,5da3a45ed99c422c826a6944d8f9bb6a,全部通过,81541d8e201545f586d1ff0e1b3470fe,463
S4403006000000039,深圳市现代模特艺术协会,2019-08-12,51440300088269812X,2018,1f1985376d024f4ca58f4155c2693d9e,全部通过,a933d42109d34704b6ff7cc9ecff6587,464
M4403100000002333,深圳市罗湖区聚龙幼儿园,2019-08-12,5244030366709341XK,2018,17c882d952b348c8b72c6f99428f1b1d,全部通过,18b9e204aa08491a9a7b8167ccbbe599,465
S4403000000005726,深圳市同济大学校友会,2019-08-09,51440300502687957M,2018,97db48fb4b55433aa3be0f108267ac48,全部通过,2e93403eaaaf49e29c290f814e606563,466
M4403100000009626,深圳市中艺青少年艺术团,2019-08-09,52440300MJL1751152,2018,340c8b81444b4c44831f34326aa8bd16,全部通过,f7b2c25140df431a8d1090b5c0c13349,467
M4403100000009705,深圳市中艺艺术交流中心,2019-08-09,52440300MJL17696X6,2018,2323118a475442f1b5a89071470a18c5,全部通过,7279710ef7214bdba03dc76bcf86c517,468
M4403100000013211,深圳市湾区数字经济与科技研究院,2019-08-09,52440300MJL1936201,2018,0b57acbec6de4207afbb4f908453db69,全部通过,45af31ba85ba47b7a056aba8223dafd2,469
S4403910080000800,深圳市深汕特别合作区商会,2019-08-08,51440300MJL1601247,2018,9f6adc014ef449768364ae35079deed1,全部通过,95bd1158be51466687afaa9f5453b53c,470
S4403030000000014,深圳市罗湖区梨园社区老年人协会,2019-08-08,514403036670886457,2018,8575e946f0534e5883f1dbce18fc087b,全部通过,5cbeb83fd79f4b71abd92f8fabed7968,471
S4403030000000220,深圳市罗湖区桂园商会,2019-08-08,514403033196261525,2018,2740dfd1022a4487bb0785af3598ec8c,全部通过,3ae93be1651c4368803f8f40646af8aa,472
M4403100000002378,深圳市罗湖区星光幼儿园,2019-08-08,52440303G34799531T,2018,2560a032b109429cb3379caa9bcf2e65,全部通过,5fd7366151f14b5f9f70ce5d077f45d7,473
S4403910080001295,深圳市许昌商会,2019-08-08,51440300326472470T,2018,1a74d7c179e04ad7b8e4c1deae59a9a6,全部通过,736ad5c7f3e843f68f606a2e95d57456,474
M4403100000002342,深圳市罗湖区桦曦艺术团,2019-08-07,52440303305868695K,2018,d380987c42c241b8ba99db7e146b7feb,全部通过,0a950ce344154cce888659ad6501805b,475
S4403030000000027,深圳市罗湖区畔山社区老年人协会,2019-08-07,51440303670013994N,2018,c22b995f00b8458dbf206ab2f26c993a,全部通过,69e781eb23994fa6a08158d94a9a9c87,476
M4403100000009325,深圳市罗湖区老伙伴居家养老服务中心,2019-08-07,52440303MJL1729937,2018,766a90d6be5941f8848356a36cb84cc0,全部通过,d174e91fb4b041d19ee37753ababf46b,477
S4403030000000115,深圳市罗湖区治安联防协会,2019-08-07,514403037892422330,2018,3b5c3626dd594b438229c6d4eef5b0cf,全部通过,cf30c387c335491f95686ee32a65ab75,478
M4403100000002373,深圳市太阳岛幼儿园,2019-08-07,52440303X192023153,2018,3a4f8099f71b40568fd8cf64cf5f9638,全部通过,44f005fb9bc6471a862b3814fc27324b,479
M4403100000001112,深圳市环雅外语培训中心,2019-08-06,52440300750466619C,2018,664a7793c694409fa07b84f100237c4a,全部通过,08a8fe306e2446ba9b8df8480a72df9b,480
S4403910080000748,深圳市龙华新区睦族一善公益促进会,2019-08-06,51440300359702391L,2018,2fe85ccd993c4c66813e54b01c5a09ab,全部通过,40099b2981ff4c0dab9e601687f2bfe2,481
M4403000000001459,深圳市旅游职业训练学校,2019-08-06,52440300G34777674L,2018,23c794d4a7204603a7f30c0b3625163c,全部通过,450a75840c8242dc8ba1c5eb95db6291,482
M4403000000001042,深圳市远标培训中心,2019-08-05,524403007992089286,2018,8f3a5acfd79342b39befaf51252b2db8,全部通过,ad0bfc1afc564d1184138729a7652325,483
M4403100000008638,深圳市德邦高级中学,2019-08-05,52440300MJL169460X,2018,659401817ee944f6a3167f8367b71a6b,全部通过,7a3dae8916db4b2fa1fa2529c0b897a0,484
J4403100000000143,深圳市盛世慈善基金会,2019-08-05,53440300335141681R,2018,3d2c9d3dc4c4493cbafbf66bd50138c7,全部通过,5653f8dacc374d7faed6a6aa1118fd4c,485
M4403000000000835,深圳市东方之子教育培训中心,2019-08-02,524403005930232239,2018,e6a9a46a9f9e401fabcae7b9d1720c56,全部通过,00461b0657b44912ac9c1d15ed7f171b,486
M4403000000001450,深圳爱华人才培训中心,2019-08-02,524403004557503692,2018,6d6b9949fe4d4a63bd884894443e7f81,全部通过,38582f35462a461b9c80a49b88753a99,487
M4403000000001524,深圳时代华亚培训中心,2019-08-01,524403007466345287,2018,870654bdb3de48718f7145b8b30e11c1,全部通过,cdc33caf395246d1a7334defdf35667a,488
M4403100000008326,深圳市爱马乐跑跑步俱乐部,2019-08-01,52440300MJL168679Y,2018,82d47cc09e7644888b2c15c767556c77,全部通过,d91c3a7f9d0e430388b843a9e52c244f,489
M4403100000011891,深圳市昆达瑜伽促进中心,2019-07-31,52440300MJL1836686,2018,cfb45842f9174a528342875279f94a3b,全部通过,461e856a0de64378875234a7079ea07d,490
M4403100000011439,深圳市南科智能物流研究院,2019-07-31,52440300MJL1819613,2018,92c12216b49a4d7b91e5366b12fe0c11,全部通过,476fa863609848209479844f4b8e89c3,491
M4403000000001067,深圳骏艺艺术培训学校,2019-07-31,524403006685129549,2018,60125ea6e48e4820b2a94d85bb767d18,全部通过,0b8d25ce6f1a4de08e7b76a32a057e61,492
M4403100000009021,深圳市少儿书画院,2019-07-30,52440300MJL171085N,2018,fe0212a32f87477fbb13b561318a2dea,全部通过,ee520c94c1884d4fbbe1f9dd6d722949,493
S4403910080006011,深圳市沂蒙文化发展促进会,2019-07-30,51440300MJL188426P,2018,fa8f590a615444b6a03f8a00a1c4e0ca,全部通过,901e6f70e005493cb531ff7ec4130511,494
S4403910080006567,深圳市湖南辰溪商会,2019-07-30,51440300MJL192572J,2018,e2fb9639b8f84448976175d3c27b1835,全部通过,ef5e635ee5cb4eee91d007d7542bc6ce,495
M4403100000007537,深圳市揭一教育文化交流中心,2019-07-30,52440300MJL160570K,2018,e19ad44775304643aa785369e0200bdd,全部通过,9ac1e1fa44a64c1a88e062e7c2da3366,496
S4403910080001670,深圳市酒店行业协会,2019-07-30,51440300MJL1692844,2018,df12d1c358c849b5868fbbaf03bd68ec,全部通过,6ed2fd7d72c94fd5a443d2b8a48b735e,497
S4403910080005928,深圳市河南正阳商会,2019-07-30,51440300MJL188725M,2018,d8e75e4c68c346fdae74b956594a7ec4,全部通过,f93288505a014d95a85361e77f13b720,498
M4403100000006494,深圳市丹青足球俱乐部,2019-07-30,524403003425451237,2018,d614c5103a8f45678a5bc51536d26907,全部通过,e15725e9c17749b7b5b84ee991a47253,499
M4403100000001674,深圳市自由自在儿童发展研究所,2019-07-30,5244030007694186XX,2018,cc7b7296765d48b78db2bf0f915db3ae,全部通过,4f7f9656646b499c87c462be3e3a3e40,500
M4403100000009304,深圳市微健康基因研究院,2019-07-30,52440300MJL173240W,2018,c6e1baa07b18409b9ce1585b05e32207,全部通过,52fba7537e294792b7afbd99f228ca61,501
S4403910080004665,深圳市通用航空协会,2019-07-30,51440300MJL182622B,2018,af5d9a082c3040969cc888b755aeab73,全部通过,031e3250f2d94c34844413b76af62a75,502
S4403000000005478,深圳市税务学会,2019-07-30,5144030050267577XA,2018,aae784a51b5a40e1b9abde395d45ca40,全部通过,40bc7e9dee8d4f50a9de193c566b0be4,503
M4403100000012831,深圳市听见美好听力关爱中心,2019-07-30,52440300MJL1909562,2018,a4c8908efcb74a6bab53117318308f3d,全部通过,ff66ffb42c544e03b82c0c19aa7b3466,504
M4403100000001867,深圳市光明区学上教育培训中心,2019-07-30,524403000857225387,2018,a070e58f3550489baddfb4338ffb62a1,全部通过,13a15f2c9f2d4936862119ce316846dc,505
S4403001020000145,深圳市永春商会,2019-07-30,514403000717687385,2018,91986a456537456ea9d4e9ed0549d886,全部通过,fbb2ebc9630e4acc9ad1711dc2990ca5,506
S4403910080002818,深圳市纯跑跑步协会,2019-07-30,51440300MJL176492C,2018,814abf4d7bfe48debd585ad62a3581bf,全部通过,95374fd205d24449b8011008101952a2,507
J4403100000000473,深圳市嘿吼圆梦慈善基金会,2019-07-30,53440300MJL1746066,2018,7ab5fe1dd50d4d32b8f6a50eef3be34e,全部通过,bc7e38e110a24452abda66d290c5017d,508
S4403910080006566,深圳市湖南衡阳县商会,2019-07-30,51440300MJL1925482,2018,615de24e1a1a4cb3ab6ed2b39c3141f3,全部通过,f5cdd63024a2422cb42680d3c16f14bf,509
M4403100000011323,深圳市未来教育技术创新研究院,2019-07-30,52440300MJL180774T,2018,5f981004fc33418e861534ed3f306541,全部通过,e0c79fc3757c409087fdcb232862bc5d,510
J4403100000000381,深圳市华房扶贫基金会,2019-07-30,53440300MJL1699970,2018,5bd3987ade5e4b678c76d334dbb4e5b9,全部通过,64c19e24f213450a9da9980a52b33da1,511
M4403100000009204,深圳市鼓舞尤扬青少年成长发展中心,2019-07-30,52440300MJL172889P,2018,4f69a753c860491ab237806683524ee2,全部通过,37cde76d123744b29ad13950be4c1e6c,512
S4403000000005176,深圳市华中师范大学校友会,2019-07-30,51440300502687439D,2018,43b9842cef6c4a96a231caee0f0eb564,全部通过,4873863f1df7486680ab28fefa43833d,513
S4403910080001361,深圳市陇源创业协会,2019-07-30,51440300MJL1672970,2018,2e6547062a144299a3be5798619bacf7,全部通过,102ef6fe8b41466a93396e478a4336eb,514
S4403910080000466,深圳市聚友八卦掌协会,2019-07-30,51440300359207921N,2018,238326d25e1341ad9814599575912af5,全部通过,8cf2ff71f76443e99d9e43ee3a44549f,515
M4403000000001003,深圳市三航工业技术研究院,2019-07-30,524403005840940973,2018,192c9c5c7ced4664969de4464f2deb0c,全部通过,95e541750d4c47dea05f71af88f4c913,516
S4403910080003994,深圳市云南财经大学校友会,2019-07-30,51440300MJL18023XT,2018,11d85fc24c1142dc881455965e66f9b7,全部通过,bb6286565cc746cf876610cf043fc68e,517
M4403000000001182,深圳市人本社工服务社,2019-07-30,52440300685355946F,2018,0f6d64426dc64bc3a83e28995c51c00c,全部通过,9c0702281825407db7b762659619a677,518
M4403001080000046,深圳市龙德先进医疗器械质量技术管理研究所,2019-07-30,524403003193890971,2018,0cc7694595d64e688722be82559af551,全部通过,75b3f555387d400eb68b3e836b11b37a,519
M4403100000010363,深圳市乐生活妇儿健康促进中心,2019-07-30,52440300MJL179028K,2018,08eb38e3b13147d598a02eb0a0c4470e,全部通过,953a6235c8574fdeb59236341c307162,520
J4403100000000184,深圳市龙华新区樟坑径社区基金会,2019-07-29,5344030034284991XM,2018,fb9bcc319790476aaac2777d5464203d,全部通过,ab40442a85bf4981aa212e3f513a79ae,521
M4403000000001111,深圳市红树林社工服务社,2019-07-29,52440300672990393Y,2018,f56bcc75c4584193b0e09fda657bf17b,全部通过,593da71fbefd4b7893eaf969a1971794,522
S4403910080002612,深圳市反信息诈骗协会,2019-07-29,51440300MJL175342A,2018,dda9c7bcb2474149a70fd1fe8a510063,全部通过,27c189180038446890ca75f1fde5a5cf,523
S4403910080000282,深圳市银行业消费者权益保护促进会,2019-07-29,51440300349927845Y,2018,d5c4c5543b4946b7a095b422ab9fddab,全部通过,9a9389a868074c9180f921a930264593,524
M4403100000007553,深圳市原点心理研究所,2019-07-29,52440300MJL160749P,2018,c6cb297c8c314f6480683a8034a0aeb2,全部通过,5afdb1e722774ef6a7116be9c5f9f4f2,525
S4403910080000502,深圳创客联盟,2019-07-29,51440300359360520B,2018,bf8e59bf5375471193ec5c87468a3647,全部通过,3b877342c3cc4fcf8a6bf059af937d7d,526
S4403910080000726,深圳市危险化学品安全管理协会,2019-07-29,51440300359696729W,2018,bd5cb2eff6d44ec08619d9c138e6e0d9,全部通过,265401acae83440092e6a70bf95bf089,527
M4403100000012479,深圳市天劲新能源研究院,2019-07-29,52440300MJL187765F,2018,bb56cdf8dae84f0b897e15eadde65708,全部通过,dcf6979ffb8b4d38859106ec7440293b,528
S4403000000005765,深圳市甘肃商会,2019-07-29,51440300576379383G,2018,adb85561d8d544ef8041a8ca58540a61,全部通过,0de80da977e448759a1a267212a147d7,529
M4403000000001444,深圳市中化焊接技术培训中心,2019-07-29,52440300G34779039C,2018,98903558979b4652a14d0f6238975080,全部通过,8a92d36789ca412793ca582a1a807704,530
S4403100000000562,深圳市星火心肺复苏急救知识推广协会,2019-07-29,51440300311673069A,2018,939f6b945107498cb13cb216d4e7ff31,全部通过,e92ab9c9a4924a2bb6a24a8437469133,531
M4403100000007442,深圳市青越越剧团,2019-07-29,52440300MJL160386U,2018,91a786dc2f3e4bb1a4116ded8aedf257,全部通过,61d3c114f3c344c4b80f0437def348c6,532
M4403100000009063,深圳市深燃燃气技术研究院,2019-07-29,52440300MJL171691D,2018,7ef9c6935ee3472fa05acb10d7d88c53,全部通过,141ba513455a412d87729820d8b62720,533
S4403910080000193,深圳市信阳商会,2019-07-29,51440300342930814J,2018,70176e93abaa4f02b17f5979b6c0f222,全部通过,c162410fa3324f26add9887547877758,534
M4403000000000991,深圳市心之海残友心理援助服务中心,2019-07-29,52440300584083953N,2018,6bd21c7b9ef3487babaebddc9a9e5818,全部通过,ee2ee76589fc4785b4a158b2a6a22bb5,535
M4403100000013104,深圳市金枫元宝枫生物医药研究院,2019-07-29,52440300MJL192564L,2018,64595513a6d74ce3b5924c5e6ee61a03,全部通过,4e35eb6a4a7043ea8539d39900a6573a,536
M4403100000012415,深圳市嘿桃志愿服务发展中心,2019-07-29,52440300MJL187618X,2018,520536822df04c68807a4853ae4d8ab1,全部通过,22c0663bb4824b16b0cd22307bc13ece,537
S4403910080004360,深圳市长春理工大学校友会,2019-07-29,51440300MJL181232E,2018,1dc585df0e5a42bcae3c16641fbb0f21,全部通过,1a988e3f1b2446808e297553fece82ae,538
S4403910080006596,深圳市光明区篮球协会,2019-07-29,51440300MJL1921188,2018,15b4c8dd9f8447f7bd4da071d25035d6,全部通过,1cfa94b156ac4476b2382bcc25ff215b,539
S4403910080001124,深圳市河南温县商会,2019-07-29,51440300MJL165945X,2018,158a9036dc1d4226abb678ddd8a7ea41,全部通过,6793aa46b2f84e43bd41f92413da0ef5,540
S4403910080002572,深圳市中国刑事警察学院校友会,2019-07-29,51440300MJL17573XK,2018,0fbf37d47cdc4c82b716d1fe0d752f26,全部通过,ce694e9495154dfa9dce442e5c0cc78f,541
M4403100000010156,深圳市南科大乐土精准医学研究院,2019-07-29,52440300MJL177436N,2018,09ed6952220a4e228f6667711058bde1,全部通过,574be371055148939ae643476e3afb65,542
S4403910080000524,深圳市内黄商会,2019-07-29,51440300359443617E,2018,02f7335672014a6cb3908ec1223f2222,全部通过,9dd745f90ab34189ba193ce690da5d48,543
M4403050200000063,深圳市南山区悦一堂校外午托所,2019-07-29,524403055763960603,2018,02051ca2320946c68ee194bcd1f4b024,全部通过,b2ad50fc6fc44deab0dbed857148cec8,544
S4403060000000180,深圳市宝安区福永街道福围社区老年人协会,2019-07-26,5144030607337242X9,2018,f6fefccad933477b93b43aa1164144f2,全部通过,8dde3deb6abd49c5aa6129582d62526c,545
M4403100000009550,深圳市南山区雅风艺术团,2019-07-25,52440305MJL174139H,2018,f055a1591322494cad344d7f96111d91,全部通过,3d77ee3211e9460989f2e91a92f13853,546
S4403910080001206,深圳市光明区民办教育协会,2019-07-24,51440300070382120W,2018,99cbc5b4d354474e81cc1dc4330902b6,全部通过,384096a9b8604d34839858ed9b90bc32,547
S4403080000000043,深圳市盐田区书法家协会,2019-07-24,5144030869251401XM,2018,38fa0191da6340ed9be8c458a1c1a027,全部通过,e5fd1a5a71b74e64a5f5756e108b7ff1,548
S4403910080004999,深圳市光明区跆拳道协会,2019-07-23,51440300MJL184433J,2018,c12d0549cf744676b5eef26aeac622cc,全部通过,27206c51e7a54db782005d20a64bca82,549
S4403060000000117,深圳市宝安区新安街道上川社区居民创业帮扶互助协会,2019-07-23,51440306557186666E,2018,895c921c06c74bf6a99770e426d5c973,全部通过,907d7e791db54a9bbf6980aa06108809,550
M4403100000009429,深圳市光明区乐筠午托中心,2019-07-22,52440300MJL17354XP,2018,f018495114bb47d6a96f934970d24741,全部通过,54ff71f575ad449da201578962cadb3e,551
M4403050200000074,深圳市南山区浅水湾幼儿园,2019-07-22,52440305590715371C,2018,a895a34066f94eb78ec2cf2257734fac,全部通过,930c4daa28d14e009b2b655af7d98b6d,552
M4403100000008054,深圳市光明新区夏洛教育培训中心,2019-07-22,524403000857241897,2018,6d81f0b171304c12bb936fb81c1853b7,全部通过,865c5f60c08e4462bb29e5dfba589e47,553
S4403080000000066,深圳市盐田区沙头角街道楼（栋）长协会,2019-07-22,51440308319535429Y,2018,5ba09a01096d46458606e4faaf3ff488,全部通过,b5d52d0b818b4030a54d70fb2967b0ac,554
S4403910080006628,深圳市光明区马田街道办事处老年人协会,2019-07-22,51440300MJL192636G,2018,5866089f21cf4c0a88f38ea8d2aa6ead,全部通过,4c4cb8d7d4304ea9aed224122f6d0273,555
M4403100000008037,深圳市光明区乐雅午托中心,2019-07-22,52440300MJL161055U,2018,4dddc4052c194718bfb1197d1bd26102,全部通过,49082bd518e24833890e7c82120edced,556
S4403910080005003,深圳市光明区玉塘街道义工联合会,2019-07-22,51440300MJL183043M,2018,43062e75a37141cd8175a5b843803904,全部通过,73f32499fae045ee8b34f9856fd8f6d0,557
S4403910080005676,深圳市光明区公明街道办事处老年人体育协会,2019-07-22,51440300MJL18584X2,2018,36187dbcb7ae45b080e1a6cf8de33c49,全部通过,072f83132e4d4c919cbad0f5c9cb1124,558
S4403910080006601,深圳市光明区马田街道新庄社区老年人协会,2019-07-22,51440300MJL192206N,2018,34ffd35788d04cc8ba5022fe6f00fce5,全部通过,fc9bddb8003247d294dad30163036d32,559
M4403100000009605,深圳市南山区哈啰孔子幼儿园,2019-07-22,52440305MJL174526X,2018,3016c95b91f64eee89a6e7dcabac940b,全部通过,dc6cf3f850bc40e386ec7006661fa51d,560
M4403130200000189,深圳市龙华区锦华实验学校,2019-07-22,52440300741237734K,2018,08f9056003694d7b8b3f39dccb2ca96a,全部通过,e3d9e39527604cc9a63d66b1cd4bfbbd,561
S4403910080001230,深圳市光明区公明街道上村社区老年人协会,2019-07-21,51440300326279080J,2018,e610e6d3e8154005b01a2a32e39d195c,全部通过,7cd315f4f97542a59a85ef7041ea8a0e,562
